"","X","token","tag","lemma","pos","category","funct","case","pers","num","gender","tense","mode"
"1968",1968,"[","SYM.Paren.Left","[","SYM","Paren","Left",NA,NA,NA,NA,NA,NA
"1970",1970,"113","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"1972",1972,"]","SYM.Paren.Right","]","SYM","Paren","Right",NA,NA,NA,NA,NA,NA
"1973",1973,"Von","APPR","von","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"1974",1974,"euch","PRO.Pers.Subst.2.Dat.Pl.*","sie","PRO","Pers","Subst","Dat",2,"Pl",NA,NA,NA
"1975",1975,"bestimmt","VFIN.Full.3.Sg.Pres.Ind","bestimmen","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Ind"
"1977",1977,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1980",1980,"Wie","PROADV.Inter","wie","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"1981",1981,"oft","ADV","oft","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1982",1982,"erfleht","VFIN.Full.3.Sg.Pres.Ind","erflehen","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Ind"
"1983",1983,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"1984",1984,"mir","PRO.Pers.Subst.1.Dat.Sg.*","sie","PRO","Pers","Subst","Dat",1,"Sg",NA,NA,NA
"1985",1985,"Das","PRO.Dem.Subst.Acc.Sg.Neut","die","PRO","Dem","Subst","Acc",NA,"Sg","Neut",NA,NA
"1986",1986,"grosse","ADJA.Pos.Nom.Sg.Masc","groß","ADJA","Pos",NA,"Nom",NA,"Sg","Masc",NA,NA
"1987",1987,"Loos","N.Name.Nom.Sg.Masc","Loos","N","Name",NA,"Nom",NA,"Sg","Masc",NA,NA
"1989",1989,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1990",1990,"des","ART.Def.Gen.Sg.Neut","die","ART","Gen",NA,"Gen",NA,"Sg","Neut",NA,NA
"1991",1991,"Vaterlandes","N.Reg.Gen.Sg.Neut","Vaterland","N","Gen",NA,"Gen",NA,"Sg","Neut",NA,NA
"1992",1992,"Schutz","N.Reg.Nom.Sg.Masc","Schutz","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1994",1994,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1995",1995,"Und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"1996",1996,"Trost","N.Reg.Nom.Sg.Masc","Trost","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1998",1998,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1999",1999,"und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"2000",2000,"Retter","N.Reg.Nom.Pl.Masc","Retter","N","Reg",NA,"Nom",NA,"Pl","Masc",NA,NA
"2001",2001,"einst","ADV","einst","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"2002",2002,"zu","PART.Zu","zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"2003",2003,"seyn","VINF.Full","seyn","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"2005",2005,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2008",2008,"Und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"2009",2009,"nun","ADV","nun","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"2010",2010,"Was","PRO.Indef.Subst.*.*.*","was","PRO","Indef","Subst",NA,NA,NA,NA,NA,NA
"2011",2011,"bin","VFIN.Aux.1.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,1,"Sg",NA,"Pres","Ind"
"2012",2012,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"2013",2013,"nun","ADV","nun","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"2015",2015,"?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2018",2018,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"2019",2019,"Unglückseliger","ADJD.Comp","unglückselig","ADJD","Comp",NA,NA,NA,NA,NA,NA,NA
"2021",2021,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2024",2024,"Sein","PRO.Poss.Attr.Nom.Sg.Masc","seine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"2025",2025,"Untergang","N.Reg.Nom.Sg.Masc","Untergang","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"2027",2027,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"2028",2028,"sein","PRO.Poss.Attr.Nom.Sg.Masc","seine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"2029",2029,"Haß","N.Reg.Nom.Sg.Masc","Hass","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"2031",2031,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"2032",2032,"sein","PRO.Poss.Attr.Nom.Sg.Masc","seine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"2033",2033,"Fluch","N.Reg.Nom.Sg.Masc","Fluch","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"2034",2034,"bin","VFIN.Aux.1.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,1,"Sg",NA,"Pres","Ind"
"2035",2035,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"2037",2037,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2040",2040,"Darf","VFIN.Mod.3.Sg.Pres.Ind","dürfen","VFIN","Mod",NA,NA,3,"Sg",NA,"Pres","Ind"
"2041",2041,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"2042",2042,"nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"2043",2043,"weinen","VINF.Full","weinen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"2045",2045,"?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2048",2048,"Einen","ART.Indef.Acc.Sg.Masc","eine","ART","Indef",NA,"Acc",NA,"Sg","Masc",NA,NA
"2049",2049,"solchen","PRO.Indef.Attr.Acc.Sg.Masc","solche","PRO","Indef","Attr","Acc",NA,"Sg","Masc",NA,NA
"2050",2050,"hier","ADV","hier","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"2051",2051,"Mich","PRO.Pers.Subst.1.Acc.Sg.*","sie","PRO","Pers","Subst","Acc",1,"Sg",NA,NA,NA
"2052",2052,"sehn","VIMP.Full.2.Sg","sehnen","VIMP","Full",NA,NA,2,"Sg",NA,NA,NA
"2054",2054,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"2055",2055,"sollt","VFIN.Mod.2.Pl.Pres.Ind","sollen","VFIN","Mod",NA,NA,2,"Pl",NA,"Pres","Ind"
"2057",2057,"'","SYM.Quot.Right","'","SYM",NA,"Right",NA,NA,NA,NA,NA,NA
"2058",2058,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"2059",2059,"nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"2060",2060,"weinen","VINF.Full","weinen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"2062",2062,"?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2065",2065,"Vater","N.Reg.Nom.Sg.Masc","Vater","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"2067",2067,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2070",2070,"Freund","N.Reg.Nom.Sg.Masc","Freund","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"2072",2072,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2075",2075,"Verachte","VFIN.Full.1.Sg.Pres.Ind","verachten","VFIN","Full",NA,NA,1,"Sg",NA,"Pres","Ind"
"2076",2076,"mich","PRO.Pers.Subst.1.Acc.Sg.*","sie","PRO","Pers","Subst","Acc",1,"Sg",NA,NA,NA
"2078",2078,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2081",2081,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"2082",2082,"bin","VFIN.Aux.1.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,1,"Sg",NA,"Pres","Ind"
"2083",2083,"es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie","PRO","Pers","Subst","Nom",3,"Sg","Neut",NA,NA
"2084",2084,"werth","ADJD.Pos","werth","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"2086",2086,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2089",2089,"Du","PRO.Pers.Subst.2.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",2,"Sg",NA,NA,NA
"2090",2090,"kehrst","VFIN.Full.2.Sg.Pres.Ind","kehren","VFIN","Full",NA,NA,2,"Sg",NA,"Pres","Ind"
"2091",2091,"Dein","PRO.Poss.Attr.Acc.Sg.Neut","deine","PRO","Poss","Attr","Acc",NA,"Sg","Neut",NA,NA
"2092",2092,"Auge","N.Reg.Acc.Sg.Neut","Auge","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"2093",2093,"von","APPR","von","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"2094",2094,"mir","PRO.Pers.Subst.1.Dat.Sg.*","sie","PRO","Pers","Subst","Dat",1,"Sg",NA,NA,NA
"2096",2096,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2099",2099,"Strato","N.Name.Nom.Sg.Neut","Strato","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"2101",2101,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2104",2104,"Länger","ADJD.Comp","lang","ADJD","Comp",NA,NA,NA,NA,NA,NA,NA
"2105",2105,"kann","VFIN.Mod.1.Sg.Pres.Ind","können","VFIN","Mod",NA,NA,1,"Sg",NA,"Pres","Ind"
"2106",2106,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"2107",2107,"es","PRO.Pers.Subst.3.Acc.Sg.Neut","sie","PRO","Pers","Subst","Acc",3,"Sg","Neut",NA,NA
"2108",2108,"Nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"2109",2109,"ausstehn","VINF.Full","ausstehn","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"2111",2111,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2114",2114,"Du","PRO.Pers.Subst.2.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",2,"Sg",NA,NA,NA
"2115",2115,"bist","VFIN.Aux.2.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,2,"Sg",NA,"Pres","Ind"
"2116",2116,"allzu","PART.Deg","allzu","PART","Deg",NA,NA,NA,NA,NA,NA,NA
"2117",2117,"edel","ADJD.Pos","edel","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"2119",2119,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"2120",2120,"Prinz","N.Reg.Nom.Sg.Masc","Prinz","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"2122",2122,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2125",2125,"Philotas","N.Name.Nom.Sg.Neut","Philotas","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"2127",2127,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2130",2130,"Du","PRO.Pers.Subst.2.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",2,"Sg",NA,NA,NA
"2131",2131,"würdigst","VFIN.Full.2.Sg.Pres.Ind","würdigen","VFIN","Full",NA,NA,2,"Sg",NA,"Pres","Ind"
"2132",2132,"einen","ART.Indef.Acc.Sg.Masc","eine","ART","Indef",NA,"Acc",NA,"Sg","Masc",NA,NA
"2133",2133,"Unglückseligen","N.Reg.Acc.Sg.Masc","Unglückselige","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"2134",2134,"Mit","APPR","mit","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"2135",2135,"ihm","PRO.Pers.Subst.3.Dat.Sg.Masc","sie","PRO","Pers","Subst","Dat",3,"Sg","Masc",NA,NA
"2136",2136,"zu","PART.Zu","zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"2137",2137,"weinen","VINF.Full","weinen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"2139",2139,"?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2142",2142,"Uebersähest","VFIN.Full.2.Sg.Pres.Ind","Uebersähest","VFIN","Full",NA,NA,2,"Sg",NA,"Pres","Ind"
"2143",2143,"du","PRO.Pers.Subst.2.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",2,"Sg",NA,NA,NA
"2144",2144,"Sein","PRO.Poss.Attr.Acc.Sg.Neut","seine","PRO","Poss","Attr","Acc",NA,"Sg","Neut",NA,NA
"2145",2145,"Unglück","N.Reg.Acc.Sg.Neut","Unglück","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"2146",2146,"ganz","ADV","ganz","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"2148",2148,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"2149",2149,"du","PRO.Pers.Subst.2.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",2,"Sg",NA,NA,NA
"2150",2150,"weintest","VFIN.Full.2.Sg.Past.Ind","weinen","VFIN","Full",NA,NA,2,"Sg",NA,"Past","Ind"
"2151",2151,"wahrlich","ADV","wahrlich","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"2152",2152,"mehr","PRO.Indef.Subst.*.*.*","mehr","PRO","Indef","Subst",NA,NA,NA,NA,NA,NA
"2154",2154,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"2155",2155,"Als","CONJ.Comp","als","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"2156",2156,"eine","ART.Indef.Nom.Sg.Fem","eine","ART","Indef",NA,"Nom",NA,"Sg","Fem",NA,NA
"2157",2157,"Thräne","N.Reg.Nom.Sg.Fem","Thräne","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"2159",2159,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2162",2162,"Etwas","PRO.Indef.Attr.*.*.*","etwas","PRO","Indef","Attr",NA,NA,NA,NA,NA,NA
"2163",2163,"Linderung","N.Reg.Acc.Sg.Fem","Linderung","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"2164",2164,"Des","ART.Def.Gen.Sg.Neut","die","ART","Gen",NA,"Gen",NA,"Sg","Neut",NA,NA
"2165",2165,"Schmerzens","N.Reg.Gen.Sg.Neut","Schmerzen","N","Gen",NA,"Gen",NA,"Sg","Neut",NA,NA
"2166",2166,"seiner","PRO.Poss.Attr.Gen.Sg.Fem","seine","PRO","Gen","Attr","Gen",NA,"Sg","Fem",NA,NA
"2167",2167,"Seele","N.Reg.Gen.Sg.Fem","Seele","N","Gen",NA,"Gen",NA,"Sg","Fem",NA,NA
"2168",2168,"fühlet","VFIN.Full.2.Pl.Pres.Subj","fühlen","VFIN","Full",NA,NA,2,"Pl",NA,"Pres","Subj"
"2169",2169,"er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom",3,"Sg","Masc",NA,NA
"2171",2171,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"2172",2172,"Indem","CONJ.SubFin","indem","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"2173",2173,"er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom",3,"Sg","Masc",NA,NA
"2174",2174,"einen","ART.Indef.Acc.Sg.Masc","eine","ART","Indef",NA,"Acc",NA,"Sg","Masc",NA,NA
"2175",2175,"Strato","N.Reg.Acc.Sg.Masc","Strato","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"2176",2176,"weinen","VINF.Full","weinen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"2177",2177,"sieht","VFIN.Full.3.Sg.Pres.Ind","sehen","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Ind"
"2179",2179,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2182",2182,"O","N.Name.Nom.Sg.*","O","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"2183",2183,"wüßtest","VFIN.Full.2.Sg.Past.Subj","wissen","VFIN","Full",NA,NA,2,"Sg",NA,"Past","Subj"
"2184",2184,"du","PRO.Pers.Subst.2.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",2,"Sg",NA,NA,NA
"2186",2186,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"2187",2187,"aus","APPR","aus","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"2188",2188,"was","PRO.Indef.Subst.*.*.Neut","was","PRO","Indef","Subst",NA,NA,NA,"Neut",NA,NA
"2189",2189,"für","APPR","für","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"2190",2190,"edlem","ADJA.Pos.Dat.Sg.Masc","edel","ADJA","Pos",NA,"Dat",NA,"Sg","Masc",NA,NA
"2191",2191,"Quell","N.Reg.Dat.Sg.Masc","Quell","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"2192",2192,"Es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie","PRO","Pers","Subst","Nom",3,"Sg","Neut",NA,NA
"2193",2193,"über","APPR","über","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"2194",2194,"mich","PRO.Pers.Subst.1.Acc.Sg.*","sie","PRO","Pers","Subst","Acc",1,"Sg",NA,NA,NA
"2195",2195,"geflossen","VPP.Full.Psp","fließen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"2196",2196,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,3,"Sg",NA,"Pres","Ind"
"2198",2198,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2199",2199,"–","ADJA.Pos.Nom.Sg.Masc","–","ADJA","Pos",NA,"Nom",NA,"Sg","Masc",NA,NA
"2200",2200,"–","N.Reg.Nom.Sg.Masc","–","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"2201",2201,"Mein","PRO.Poss.Attr.Acc.Sg.Neut","meine","PRO","Poss","Attr","Acc",NA,"Sg","Neut",NA,NA
"2202",2202,"Glück","N.Reg.Acc.Sg.Neut","Glück","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"2204",2204,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"2205",2205,"Mein","PRO.Poss.Attr.Nom.Sg.Masc","meine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"2206",2206,"Wunsch","N.Reg.Nom.Sg.Masc","Wunsch","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"2208",2208,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"2209",2209,"und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"2210",2210,"meine","PRO.Poss.Attr.Nom.Sg.Fem","meine","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"2211",2211,"größte","ADJA.Sup.Nom.Sg.Fem","groß","ADJA","Sup",NA,"Nom",NA,"Sg","Fem",NA,NA
"2212",2212,"Freude","N.Reg.Nom.Sg.Fem","Freude","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"2213",2213,"war","VFIN.Aux.3.Sg.Past.Ind","sein","VFIN","Aux",NA,NA,3,"Sg",NA,"Past","Ind"
"2215",2215,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"2216",2216,"[","SYM.Paren.Left","[","SYM","Paren","Left",NA,NA,NA,NA,NA,NA
"2218",2218,"114","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"2220",2220,"]","SYM.Paren.Right","]","SYM","Paren","Right",NA,NA,NA,NA,NA,NA
"2221",2221,"Die","ART.Def.Nom.Sg.Fem","die","ART","Def",NA,"Nom",NA,"Sg","Fem",NA,NA
"2222",2222,"Liebe","N.Reg.Nom.Sg.Fem","Liebe","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"2223",2223,"meines","PRO.Poss.Attr.Gen.Sg.Masc","meine","PRO","Gen","Attr","Gen",NA,"Sg","Masc",NA,NA
"2224",2224,"Vaters","N.Reg.Gen.Sg.Masc","Vater","N","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
"2226",2226,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2227",2227,"–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"2228",2228,"–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"2229",2229,"Ach","ITJ","ach","ITJ",NA,NA,NA,NA,NA,NA,NA,NA
"2230",2230,"und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"2231",2231,"nun","ADV","nun","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"2232",2232,"Wird","VFIN.Aux.3.Sg.Pres.Ind","werden","VFIN","Aux",NA,NA,3,"Sg",NA,"Pres","Ind"
"2233",2233,"sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie","PRO","Pers","Subst","Nom",3,"Sg","Fem",NA,NA
"2234",2234,"mein","PRO.Poss.Attr.Acc.Sg.Neut","meine","PRO","Poss","Attr","Acc",NA,"Sg","Neut",NA,NA
"2235",2235,"größtes","ADJA.Sup.Acc.Sg.Neut","groß","ADJA","Sup",NA,"Acc",NA,"Sg","Neut",NA,NA
"2236",2236,"Unglück","N.Reg.Acc.Sg.Neut","Unglück","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"2238",2238,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"2239",2239,"meine","PRO.Poss.Attr.Acc.Sg.Fem","meine","PRO","Poss","Attr","Acc",NA,"Sg","Fem",NA,NA
"2240",2240,"Pein","N.Reg.Acc.Sg.Fem","Pein","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"2242",2242,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2245",2245,"Strato","N.Name.Nom.Sg.Neut","Strato","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"2247",2247,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2250",2250,"Die","ART.Def.Nom.Sg.Fem","die","ART","Def",NA,"Nom",NA,"Sg","Fem",NA,NA
"2251",2251,"Liebe","N.Reg.Nom.Sg.Fem","Liebe","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"2252",2252,"deines","PRO.Poss.Attr.Gen.Sg.Masc","deine","PRO","Gen","Attr","Gen",NA,"Sg","Masc",NA,NA
"2253",2253,"Vaters","N.Reg.Gen.Sg.Masc","Vater","N","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
"2255",2255,"?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2258",2258,"Philotas","N.Name.Nom.Sg.Neut","Philotas","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"2260",2260,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2263",2263,"Dir","PRO.Pers.Subst.2.Dat.Sg.*","sie","PRO","Pers","Subst","Dat",2,"Sg",NA,NA,NA
"2264",2264,"allein","ADV","allein","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"2265",2265,"Vertrau","VIMP.Full.2.Sg","vertrauen","VIMP","Full",NA,NA,2,"Sg",NA,NA,NA
"2266",2266,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"2267",2267,"diese","PRO.Dem.Attr.Acc.Sg.Fem","diese","PRO","Dem","Attr","Acc",NA,"Sg","Fem",NA,NA
"2268",2268,"Wichtigkeit","N.Reg.Acc.Sg.Fem","Wichtigkeit","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"2269",2269,"von","APPR","von","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"2270",2270,"ihm","PRO.Pers.Subst.3.Dat.Sg.Masc","sie","PRO","Pers","Subst","Dat",3,"Sg","Masc",NA,NA
"2272",2272,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2275",2275,"Er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom",3,"Sg","Masc",NA,NA
"2276",2276,"liebet","VFIN.Full.2.Pl.Pres.Subj","lieben","VFIN","Full",NA,NA,2,"Pl",NA,"Pres","Subj"
"2278",2278,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"2279",2279,"ach","ITJ","ach","ITJ",NA,NA,NA,NA,NA,NA,NA,NA
"2280",2280,"er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom",3,"Sg","Masc",NA,NA
"2281",2281,"liebt","VFIN.Full.3.Sg.Pres.Ind","lieben","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Ind"
"2282",2282,"mich","PRO.Pers.Subst.1.Acc.Sg.*","sie","PRO","Pers","Subst","Acc",1,"Sg",NA,NA,NA
"2283",2283,"allzusehr","ADV","allzusehr","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"2285",2285,";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"2286",2286,"Mehr","PRO.Indef.Subst.*.*.*","mehr","PRO","Indef","Subst",NA,NA,NA,NA,NA,NA
"2287",2287,"als","CONJ.Comp","als","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"2288",2288,"das","ART.Def.Acc.Sg.Neut","die","ART","Def",NA,"Acc",NA,"Sg","Neut",NA,NA
"2289",2289,"Vaterland","N.Reg.Acc.Sg.Neut","Vaterland","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
